AQI Bucket,City,Date,AQI,Benzene,CO,N Ox,NH3,NO,NO2,O3,Pm10,Pm2.5,SO2,Toluene,Xylene
Satisfactory,Bengaluru,30-11-2018,94,0.61,0.89,30.83,20.64,10.45,28.44,47.85,79.92,43.16,5.46,1.86,
Satisfactory,Bengaluru,01-12-2018,86,0.83,0.97,34.43,20.42,12.57,31.03,50.45,83.54,40.67,5.49,2.38,
Satisfactory,Bengaluru,02-12-2018,92,0.77,0.79,27.96,18.89,9.29,24.59,59.89,68.25,28.25,6.21,1.81,
Satisfactory,Bengaluru,03-12-2018,73,0.8,0.8,29.75,18.51,11.16,25.62,43.92,69.43,33.56,6.78,1.81,
Satisfactory,Bengaluru,04-12-2018,75,0.6,0.89,34.03,18.98,15.31,26.42,24.11,74.27,25.83,5.86,2.02,
Moderate,Bengaluru,05-12-2018,106,0.62,0.87,30.8,18.26,13.6,23.94,26.63,64.2,51.43,5.69,1.85,
Satisfactory,Bengaluru,06-12-2018,87,0.58,0.9,33.09,17.66,13.52,29.76,35.15,81.35,29.32,6.47,2.1,
Satisfactory,Bengaluru,07-12-2018,90,0.61,0.93,34.16,17.51,16.07,31.25,33.42,150.02,37.49,5.9,2.26,
Moderate,Bengaluru,08-12-2018,119,0.64,0.78,28.09,15.46,9.36,33.48,52.77,98.66,61,5.86,1.87,
Moderate,Bengaluru,09-12-2018,128,0.6,0.75,19.92,11.87,5.87,23.23,80.57,110.14,63.28,7.38,1.61,
Moderate,Bengaluru,10-12-2018,157,0.61,1.04,31.44,15.23,9.79,30.66,76.51,137.41,75.78,5.77,2.29,
Moderate,Bengaluru,11-12-2018,180,0.7,1.08,39.46,20.08,12.13,38.55,69.85,177.97,88.98,5.94,2.86,
Moderate,Bengaluru,12-12-2018,179,0.85,1.05,39.8,19.75,11.17,40.02,66.64,142.62,78.59,6.32,2.8,
Moderate,Bengaluru,13-12-2018,148,0.91,1.03,37.08,19.05,10.53,36.8,59.79,103.83,67.36,6.32,2.45,
Moderate,Bengaluru,14-12-2018,103,0.82,0.97,38.05,18.13,12.96,36.41,50.06,84.47,48.45,6.57,2.25,
Satisfactory,Bengaluru,15-12-2018,85,0.77,0.96,39.72,18.23,15.51,35.48,48.1,81.06,47.62,6.24,2.16,
Moderate,Bengaluru,16-12-2018,112,0.74,0.98,38.75,16.93,13.08,40.02,73.64,109.67,64.42,6.45,2.09,
Moderate,Bengaluru,17-12-2018,146,1.11,1.29,76.09,18.74,39.83,54.92,51.64,140.52,86.94,7.69,2.73,
Poor,Bengaluru,18-12-2018,225,1.46,1.72,106.26,24.42,60.14,63.57,38.34,181.41,98.84,5.98,5.51,
Moderate,Bengaluru,19-12-2018,142,0.86,1.11,47.55,21.56,15.76,47.79,57.86,132.37,61.84,6.12,2.9,
Moderate,Bengaluru,20-12-2018,130,0.78,0.83,35.33,19.31,11.87,35.34,64.96,105.66,45.7,6.04,2.43,
Moderate,Bengaluru,21-12-2018,116,0.87,0.99,48.19,18.56,22.16,38.9,56.78,106.8,51.63,5.88,2.56,
Moderate,Bengaluru,22-12-2018,109,0.75,0.91,35.22,17.98,12.09,35.19,41.65,93.24,42.57,6.01,2.47,
Satisfactory,Bengaluru,23-12-2018,87,0.67,0.82,25.68,16.35,9.1,23.96,46.25,86.46,37.34,4.98,2.01,
Satisfactory,Bengaluru,24-12-2018,79,0.75,0.85,29.5,15.77,10.4,27.87,41.44,85.68,43.13,5.33,1.9,
Moderate,Bengaluru,25-12-2018,103,0.82,0.93,33.96,16.55,10.72,33.44,54,102.48,57.89,5.24,2.16,
Moderate,Bengaluru,26-12-2018,118,0.71,1.01,33.88,16.61,10.07,33.7,55.22,100.47,59.38,5.27,1.95,
Moderate,Bengaluru,27-12-2018,117,0.38,0.9,34.5,16.37,12.41,31.17,55.3,107.8,57.28,5.67,1.66,
Moderate,Bengaluru,28-12-2018,123,0.37,0.91,32,17.22,9.44,31.77,57.62,111.01,68.37,6.12,1.31,
Moderate,Bengaluru,29-12-2018,124,0.28,0.89,32.97,17.7,11.15,31.32,47.62,106.31,65.81,6.07,1.11,
Moderate,Bengaluru,30-12-2018,127,0.24,0.85,27.6,16,8.74,28.97,64.73,100.07,64.29,5.34,0.9,
Moderate,Bengaluru,31-12-2018,123,0.39,1.02,40.95,16.72,15.48,37.46,55.18,107.44,63.77,7.25,1.44,
Moderate,Bengaluru,01-01-2019,128,0.33,0.98,41.3,17.97,14.75,38.19,56.91,107.76,61.55,8.29,1.24,
Moderate,Bengaluru,02-01-2019,103,0.32,1.06,41.65,20.45,12.94,39.73,51.25,92.47,47.27,10.22,1.25,
Moderate,Bengaluru,03-01-2019,101,0.4,1.01,51.87,29.72,16.74,46.55,46.4,96.42,48.86,8.15,1.66,
Moderate,Bengaluru,04-01-2019,106,0.53,1.09,50.21,24.95,17.37,45.87,41.42,105.52,51.35,5.76,1.66,
Moderate,Bengaluru,05-01-2019,104,0.39,1.03,44.4,18.17,15.87,41.74,50.61,99.1,46.57,6.13,1.22,
Moderate,Bengaluru,06-01-2019,115,0.31,0.89,36.84,22.58,9.68,35.73,64.29,105.51,56.8,6.36,1.17,
Moderate,Bengaluru,07-01-2019,120,0.32,1.05,48.97,26.01,15.59,44.9,55.51,116.5,58.29,7.13,1.25,
Moderate,Bengaluru,08-01-2019,120,0.39,1.06,56.53,26.12,19.73,49.33,47.42,106.76,60.04,7.64,1.56,
Moderate,Bengaluru,09-01-2019,122,0.41,1.05,55.76,25.66,17.76,52.68,54.54,113.27,62.6,7.01,1.43,
Moderate,Bengaluru,10-01-2019,120,0.28,0.94,53.27,30.88,12.78,53.48,56.23,108.49,63.63,5.88,0.71,
Moderate,Bengaluru,11-01-2019,126,0.29,1.01,51.67,29.43,14.65,49.16,57.02,111.13,59.52,5.79,1.08,
Moderate,Bengaluru,12-01-2019,132,0.37,1.04,50.62,28.56,14.05,49.28,61.7,121.91,70.5,5.73,1.36,
Moderate,Bengaluru,13-01-2019,125,0.36,0.93,43.65,27.09,10.6,42.99,65.16,99.59,54.44,5.47,1.1,
Moderate,Bengaluru,14-01-2019,111,0.39,1.02,48.49,26.18,14.18,47.07,50.93,110.39,58.36,4.93,1.33,
Moderate,Bengaluru,15-01-2019,109,0.28,0.85,48.92,21.74,16.17,46.93,55.78,86.88,47.13,5.28,1.25,
Moderate,Bengaluru,16-01-2019,113,0.39,0.98,44.5,24.59,10.64,48.15,69.72,99.49,62.4,5.05,1.42,
Moderate,Bengaluru,17-01-2019,121,0.49,1.09,48.8,23.07,15.74,42.88,53.81,120.55,67.83,5.74,2.1,
Moderate,Bengaluru,18-01-2019,152,0.37,1.02,32.16,14.87,7.81,34.15,54.41,118.41,75.06,5.35,1.57,
Moderate,Bengaluru,19-01-2019,122,0.32,0.94,33.38,17.08,7.41,36.98,46.91,102.34,59.01,5.07,1.43,
Moderate,Bengaluru,20-01-2019,106,0.24,0.79,27.7,14.47,5.69,32.59,63.97,82.67,42.33,5.2,1.14,
Moderate,Bengaluru,21-01-2019,101,0.31,0.92,31.71,15.56,6.26,37.39,67.06,99.24,52.05,5.32,1.28,
Moderate,Bengaluru,22-01-2019,145,1.27,1.06,46.61,17.27,18.68,42.87,72.89,136.15,72.45,5.06,3.27,
Moderate,Bengaluru,23-01-2019,156,0.32,1.04,40.52,16.95,11.95,42.79,67.41,121.85,60.91,5.42,1.72,
Moderate,Bengaluru,24-01-2019,130,0.26,0.87,28.82,15.78,7.08,33.87,61.46,109.76,50.66,4.97,1.35,
Moderate,Bengaluru,25-01-2019,109,0.24,0.84,28.37,14.75,7.16,31.94,56.81,87.96,35.76,4.79,1.35,
Moderate,Bengaluru,26-01-2019,102,0.23,0.87,29.19,15.32,7.25,30.06,52.2,101.59,51.09,5.27,1.19,
Moderate,Bengaluru,27-01-2019,101,0.2,0.8,24.5,14.06,5.89,26,55.36,87.62,40.56,5.16,1.03,
Satisfactory,Bengaluru,28-01-2019,99,0.26,0.73,24.72,12.92,7.95,26.16,53.78,73.19,38.48,4.12,1.13,
Satisfactory,Bengaluru,29-01-2019,83,0.22,0.88,28.59,12.84,9.41,29.22,47.64,62.01,29.81,4.91,0.99,
Moderate,Bengaluru,30-01-2019,107,1.14,1.01,34.7,13.12,12.46,35.51,59.22,92.31,62.71,4.8,3.64,
Moderate,Bengaluru,31-01-2019,132,2.3,0.88,30.45,13.75,8.55,33.94,67.58,94.63,48.44,5.45,8.12,
Moderate,Bengaluru,01-02-2019,109,1.09,0.87,33.41,14.68,9.15,37.21,63.66,99.62,49.67,5.35,3.19,
Moderate,Bengaluru,02-02-2019,104,0.45,0.82,30.75,14.41,9.15,34.78,61.35,96.87,45.32,5.01,1.6,
Moderate,Bengaluru,03-02-2019,101,0.4,0.8,24.55,13.75,6.69,28.58,64.91,87.56,39.5,4.58,1.28,
Satisfactory,Bengaluru,04-02-2019,81,0.4,0.82,25.35,13.82,9.19,27.77,49.04,70.95,32.91,4.6,1.24,
Satisfactory,Bengaluru,05-02-2019,92,0.41,0.86,24.42,13.77,6.98,29.41,65.7,82.59,37.93,4.54,1.23,
Moderate,Bengaluru,06-02-2019,120,0.45,0.88,33.98,14.13,10.06,38.44,78.02,115.27,60.08,5.81,1.37,
Moderate,Bengaluru,07-02-2019,146,0.49,0.94,31.49,15.02,6.9,36.87,73.99,117.29,51.88,5.3,1.65,
Moderate,Bengaluru,08-02-2019,113,0.52,0.85,25.96,15.13,5.51,30.73,65,108.3,54.76,5.21,1.83,
Moderate,Bengaluru,09-02-2019,134,0.58,1.25,37.69,16.47,11.64,40.49,55.17,123.42,68.68,6.19,2.2,
Moderate,Bengaluru,10-02-2019,112,0.56,0.96,29.4,17.01,9.95,32.83,41.91,93.13,50.31,4.52,2.03,
Satisfactory,Bengaluru,11-02-2019,80,0.43,0.81,26.17,15.25,10,28.6,37.69,78.53,41.65,4.04,1.37,
Satisfactory,Bengaluru,12-02-2019,84,0.44,0.82,27.32,14.48,8.75,32.05,49.43,88.06,49.32,3.99,1.33,
Satisfactory,Bengaluru,13-02-2019,96,0.46,0.9,30.98,15.25,9.72,34.53,52.51,92.86,47.31,4.75,1.1,
Satisfactory,Bengaluru,14-02-2019,89,0.46,0.71,32.32,16.68,11.4,31.95,57.75,84.87,37.94,4.88,1.11,
Moderate,Bengaluru,15-02-2019,103,0.63,0.87,32.59,17.04,9.65,32.12,59.52,92.27,35.35,4.08,1.75,
Moderate,Bengaluru,16-02-2019,107,1.12,1.05,44.47,16.77,21.59,35.5,56.07,98.49,45.37,4.69,2.89,
Moderate,Bengaluru,17-02-2019,123,1.23,0.99,44.8,17.77,23.61,33.19,62.98,108.7,47.43,4.15,2.91,
Moderate,Bengaluru,18-02-2019,116,1.03,1.23,54.29,17.16,29.45,39.84,48.6,104.51,42.92,4.52,2.96,
Moderate,Bengaluru,19-02-2019,116,0.53,0.95,30.1,18.13,8.09,33.16,50.9,98.5,44.28,4.52,1.93,
Satisfactory,Bengaluru,20-02-2019,87,0.43,0.85,27.55,15.62,9.18,28.91,40.97,79.97,31.49,4.39,1.33,
Satisfactory,Bengaluru,21-02-2019,85,0.48,0.96,36.91,12.47,14.06,35.7,41.82,92.9,36.4,5.06,1.57,
Satisfactory,Bengaluru,22-02-2019,99,0.54,0.96,44.74,14.54,17.28,40.77,42.98,101.4,38.35,5.45,1.96,
Moderate,Bengaluru,23-02-2019,105,1.92,1.03,56.96,15.39,23.78,50.05,43.98,113.03,51.36,5.53,5.95,
Moderate,Bengaluru,24-02-2019,110,2.49,0.94,50.3,16.23,19.87,47.01,53.2,97.06,47.59,5.19,7.3,
Moderate,Bengaluru,25-02-2019,103,2.28,1,53.87,16.7,23.3,46.39,55.66,96.15,39.23,6.12,7.46,
Moderate,Bengaluru,26-02-2019,120,2.88,0.99,44.18,18.89,17.94,42.06,64.35,101.91,51.92,6.29,8.24,
Moderate,Bengaluru,27-02-2019,115,2.05,0.93,32.28,18.55,10.11,33.49,58.28,94.03,45.49,4.45,6.43,
Moderate,Bengaluru,28-02-2019,125,3.14,0.94,40.15,16.52,12.67,38.76,56.36,111.32,50.8,4.87,6.74,
Moderate,Bengaluru,01-03-2019,143,3.44,1.05,44.92,19.94,13.52,44.64,53.3,125.3,58.18,4.93,10.62,
Moderate,Bengaluru,02-03-2019,107,1.07,0.83,26.08,17.74,6.74,26.91,49.67,95.38,40.93,4.57,4.29,
Moderate,Bengaluru,03-03-2019,114,1.18,0.86,30.01,15.49,7.87,30.74,55.58,92.75,36.98,4.87,4.21,
Moderate,Bengaluru,04-03-2019,123,1.04,0.8,26.24,15.83,5.02,29.23,63.42,100.96,43.15,5.09,3.53,
Moderate,Bengaluru,05-03-2019,118,1.48,1.11,33.34,15.93,12.78,31.26,56.77,112.83,49.8,4.2,4.44,
Moderate,Bengaluru,06-03-2019,128,2.36,1.13,46.05,15.62,23.55,35.74,48.36,116.45,53.53,4.12,6.99,
Moderate,Bengaluru,07-03-2019,152,3.82,1.44,71.78,17.42,41.22,47.25,39.54,158.87,65.98,6.25,10.92,
Moderate,Bengaluru,08-03-2019,167,2.51,1.32,58.06,18.21,25.8,46.88,49.42,141.49,69.62,7.02,7.46,
Moderate,Bengaluru,09-03-2019,151,1.92,1.01,26.56,18.98,6.55,27.19,56.41,114.17,51.08,5.51,5.91,
Satisfactory,Bengaluru,10-03-2019,100,0.92,0.81,16.78,14.76,3.31,19.09,47.45,85.59,39.45,5.12,3.47,
Satisfactory,Bengaluru,11-03-2019,91,0.79,0.75,19.58,13.93,4.31,21.93,55.52,79.55,34.4,6.11,3.12,
Moderate,Bengaluru,12-03-2019,105,0.88,0.8,26.33,15.19,6.44,27.97,67.73,108.89,46.15,8.64,3.55,
Moderate,Bengaluru,13-03-2019,113,1.09,0.89,33.73,15.2,9.24,34.27,59.27,120.17,50.05,9.55,4.04,
Moderate,Bengaluru,14-03-2019,118,0.9,0.73,32.81,14.79,8.61,29.7,65.46,116.74,43.73,6.55,3.55,
Moderate,Bengaluru,15-03-2019,106,1.01,0.89,35.5,14.38,8.41,35.68,54.19,110.46,41.75,6.12,4.1,
Moderate,Bengaluru,16-03-2019,108,1.25,0.94,37.28,16.05,12.34,38.3,47.32,118.8,44.32,5.15,4.25,
Moderate,Bengaluru,17-03-2019,115,1.19,0.87,29.69,15.63,8.28,34.1,66.57,104.35,45.56,5.01,4.14,
Moderate,Bengaluru,18-03-2019,123,1.05,0.8,24.96,16.24,5.41,31.64,67.48,99.47,43.24,5.61,3.83,
Moderate,Bengaluru,19-03-2019,113,0.93,0.82,26.76,16.07,6.67,30.9,59.72,94.23,39.71,5.13,3.86,
Moderate,Bengaluru,20-03-2019,102,0.97,0.73,22.43,15,6.79,27.36,57.62,91.98,39.8,5.7,4.09,
Moderate,Bengaluru,21-03-2019,120,1.12,0.87,21.97,15.24,5.97,27.84,61.82,94.78,49.74,5.44,4.17,
Moderate,Bengaluru,22-03-2019,122,1.38,0.94,24.89,15.54,7.16,30.85,59.05,96.39,44.52,6.86,4.47,
Moderate,Bengaluru,23-03-2019,119,1.33,0.97,27.54,15.49,6.71,34.12,58.37,102.51,51.6,5.8,4.96,
Moderate,Bengaluru,24-03-2019,120,0.98,0.84,23.65,14.79,5.81,28.12,64.14,93.06,47.42,6.92,3.78,
Satisfactory,Bengaluru,25-03-2019,97,1.07,0.84,30.32,15.64,8.2,34.13,49.93,105.51,46.52,7.66,4.35,
Moderate,Bengaluru,26-03-2019,113,1.07,0.93,36.32,15.4,10,39.23,57.9,112.26,48.85,7.29,4.35,
Moderate,Bengaluru,27-03-2019,129,1.24,1.08,38.77,14.3,12.4,40.26,55.64,121.14,56.52,6.91,4.33,
Moderate,Bengaluru,28-03-2019,148,1.69,1.17,45.48,14.75,14.08,47.4,51.02,129.96,61.59,6.72,5.78,
Moderate,Bengaluru,29-03-2019,149,1.7,1.14,39.27,16.13,11.08,40.64,62.38,129.31,58.92,5.4,5.05,
Moderate,Bengaluru,30-03-2019,137,1.45,1.15,35.11,16.53,10.17,38.21,54.03,123.2,57.09,4.89,5.22,
Moderate,Bengaluru,31-03-2019,135,1.17,0.9,26.85,17.21,6.77,32.37,52.26,107.85,55.88,4.68,3.9,
Moderate,Bengaluru,01-04-2019,126,1.21,1.01,32.36,16.31,11.03,35.35,49.03,110.5,53.46,4.73,3.68,
Moderate,Bengaluru,02-04-2019,136,1.43,1.03,46.62,17.78,21.63,40.91,46.15,123.38,55.62,5.37,4.62,
Moderate,Bengaluru,03-04-2019,135,1.57,0.94,39.47,17.27,13.21,40.06,54.26,120.13,53.61,4.96,5,
Moderate,Bengaluru,04-04-2019,127,0.93,0.94,32.36,17.41,9.22,32.87,50.92,108.63,58.15,6.16,3.94,
Moderate,Bengaluru,05-04-2019,130,1.62,1.07,39.93,16.31,13.01,37.85,53.59,108.25,46.54,5.22,4.05,
Moderate,Bengaluru,06-04-2019,130,1.33,0.95,30.73,16.86,7.85,32.46,64.46,112.08,46.55,4.83,4.7,
Moderate,Bengaluru,07-04-2019,127,1.26,0.98,30.27,16.3,7.95,32.1,68.41,103.64,51.73,4.86,3.98,
Moderate,Bengaluru,08-04-2019,125,1.5,0.95,32.46,17.15,9.66,34.46,59.17,94.86,52.79,5.66,5.02,
Moderate,Bengaluru,09-04-2019,149,1.49,1.09,30.96,19.14,9.09,33.09,66.47,90.8,43.88,5.07,5.16,
Moderate,Bengaluru,10-04-2019,123,1.36,1.13,32.08,18.58,9.84,36.58,45.42,107.04,52.18,4.99,4.34,
Moderate,Bengaluru,11-04-2019,112,1.21,0.89,30.94,21.22,9.52,34.41,40.76,113.7,49.25,5.76,4.38,
Moderate,Bengaluru,12-04-2019,130,1.66,0.95,33.74,18.23,9.95,36.1,51.55,109,49.46,5.41,4.28,
Moderate,Bengaluru,13-04-2019,109,0.96,0.92,28.27,17.8,7.1,30.69,52.04,98.37,47.24,7.4,3.18,
Moderate,Bengaluru,14-04-2019,106,0.26,0.78,25.14,15.09,6.27,27.4,56.7,89.76,41.74,8.4,1.34,
Moderate,Bengaluru,15-04-2019,111,0.53,1.04,31.72,15.92,8.34,33.83,54.29,92.14,52.38,7.56,2.26,
Moderate,Bengaluru,16-04-2019,115,0.83,0.99,32.87,15.47,9.56,33.94,51.67,94.39,40.54,5.95,2.61,
Moderate,Bengaluru,17-04-2019,124,0.99,1.16,33.1,17.54,11.81,31.76,38.4,97.64,52.84,5.09,2.96,
Moderate,Bengaluru,18-04-2019,127,0.93,1.09,31.8,17.34,12.61,32.17,47.27,72.34,46.1,4.1,3.21,
Moderate,Bengaluru,19-04-2019,107,0.64,0.9,25.65,18.08,6.84,29.02,47.03,63.83,42.33,4.55,2.55,
Moderate,Bengaluru,20-04-2019,122,0.74,1.02,28.96,16.99,7.33,31.84,55.89,73.46,29.75,5.28,2.63,
Moderate,Bengaluru,21-04-2019,106,0.7,1.04,27.82,15.03,6.37,32.67,56.53,69.39,25.18,4.9,2.32,
Moderate,Bengaluru,22-04-2019,107,0.78,1.1,29.57,19.12,8.46,31.25,45.27,92.48,40.9,4.83,2.64,
Moderate,Bengaluru,23-04-2019,112,0.81,1.31,28.78,16.05,7.76,32.12,57.49,77.31,37.08,4.42,2.48,
Moderate,Bengaluru,24-04-2019,108,0.96,1.22,29.39,16.2,6.94,33.95,53.21,85.7,42.76,4.37,2.82,
Moderate,Bengaluru,25-04-2019,126,0.84,1.19,32.06,16.84,8.23,36.31,54.27,109.49,57.96,5.35,3.48,
Moderate,Bengaluru,26-04-2019,144,0.74,1.08,27.21,18.21,5.79,33.66,57.17,109.42,63.83,4.45,2.89,
Moderate,Bengaluru,27-04-2019,150,0.37,0.84,27.39,17.39,7.59,29.77,61.68,123.11,66.34,4.97,1.79,
Moderate,Bengaluru,28-04-2019,141,0.76,1,28.62,17.46,6.47,30.6,53.79,117.36,61.63,5.76,2.52,
Moderate,Bengaluru,29-04-2019,140,0.89,0.95,27.53,18.56,6.84,30.05,50.57,108.27,62.42,4.5,2.92,
Moderate,Bengaluru,30-04-2019,124,0.42,0.92,26.58,17.41,6.44,23.6,60.14,94.01,53.78,3.88,1.75,
Moderate,Bengaluru,01-05-2019,111,0.23,0.99,23.34,15.57,7.54,21.81,55.94,74.84,42.75,4.72,1.31,
Moderate,Bengaluru,02-05-2019,103,0.29,0.86,27.32,14.92,12.06,21.41,46.73,102.47,46.45,4.34,1.19,
Moderate,Bengaluru,03-05-2019,112,0.41,0.74,25.52,17.29,8.56,22.23,48.84,95.06,47.56,4.43,1.52,
Moderate,Bengaluru,04-05-2019,120,0.93,0.85,26.34,18.79,7.6,25.08,51.98,116.59,56.62,3.67,2.48,
Moderate,Bengaluru,05-05-2019,132,1.03,0.8,25.65,16.93,6.9,26.36,61.04,110.84,54.62,4.21,2.36,
Moderate,Bengaluru,06-05-2019,131,1.17,0.8,27.94,17.25,7.47,27.54,66.44,106.65,52.76,4.03,3,
Moderate,Bengaluru,07-05-2019,113,0.94,0.86,27.32,16.41,10.42,23.95,47.19,87.52,42.61,4.63,2.56,
Satisfactory,Bengaluru,08-05-2019,87,1.17,0.88,25.5,15.29,10.92,25,34.37,81.91,33.28,4.16,3.77,
Moderate,Bengaluru,09-05-2019,106,1.75,1.36,35.49,19.28,17.94,30.32,37.92,94.86,51.42,4.4,4.89,
Moderate,Bengaluru,10-05-2019,120,1.31,0.94,27.99,18.45,8.88,29.13,49.37,93.68,39.33,4.23,3.94,
Moderate,Bengaluru,11-05-2019,105,1.08,0.97,24.4,17.05,6.49,27.17,48.35,93.84,40.38,3.64,3.39,
Moderate,Bengaluru,12-05-2019,101,0.85,1.06,28.06,16.1,9.18,26.85,41.87,93.08,34.41,4.01,2.76,
Moderate,Bengaluru,13-05-2019,106,1.28,0.91,22.24,13.94,5.34,25.1,50.16,86.2,32.08,4.11,2.96,
Satisfactory,Bengaluru,14-05-2019,88,1.18,0.92,24.52,15.95,6.66,24.31,50.77,88.8,31.91,5.41,2.57,
Satisfactory,Bengaluru,15-05-2019,96,0.78,1.01,25.03,16.03,7.43,24.45,38.96,81.23,33.89,4.29,2.4,
Moderate,Bengaluru,16-05-2019,102,1.17,1.23,36.97,16.51,12.36,34.47,44.94,93.74,38.93,3.69,3.7,
Moderate,Bengaluru,17-05-2019,110,1.42,1.19,36.02,17.39,14.27,32.51,36.64,91.59,40.64,4.17,4.56,
Moderate,Bengaluru,18-05-2019,121,2.25,1.19,35.89,19.2,13.73,35.15,43.17,118.1,55.14,4.54,5.25,
Moderate,Bengaluru,19-05-2019,116,1.4,0.97,25.63,18.52,8.15,27.75,45.7,101.63,51.35,3.86,3.42,
Moderate,Bengaluru,20-05-2019,109,1.14,1.06,28.8,18.13,8.15,29.22,40.95,105.55,46.82,4.83,3.22,
Moderate,Bengaluru,21-05-2019,109,0.92,0.88,23.99,16.95,5.1,26.31,51.87,93.68,45.3,4.25,1.58,
Moderate,Bengaluru,22-05-2019,107,1.2,1.11,30.39,16.3,9.12,28.98,62.73,84.74,40.4,5.69,1.31,
Moderate,Bengaluru,23-05-2019,102,1.43,1.04,35.36,17.81,12.96,34.61,34.01,97.98,43.26,3.95,2.94,
Satisfactory,Bengaluru,24-05-2019,92,0.85,0.89,26.04,16.8,6.87,27.67,51.84,75.5,35.93,5.29,2.59,
Satisfactory,Bengaluru,25-05-2019,82,0.56,0.79,25.38,15.38,6.76,25.34,54.83,71.31,26.07,5,1.99,
Satisfactory,Bengaluru,26-05-2019,91,0.49,0.69,23.18,13.51,5.26,26.04,65.11,49.25,22.5,3.85,1.73,
Satisfactory,Bengaluru,27-05-2019,92,0.78,0.94,30.96,16.1,8.57,32.49,60.35,59.78,25.77,4.44,2.67,
Satisfactory,Bengaluru,28-05-2019,92,0.93,0.92,25.24,16.8,7.84,25.31,51.83,84.93,38.91,4.07,2.9,
Moderate,Bengaluru,29-05-2019,112,0.82,0.75,22.09,15.5,5.08,24.99,82.31,62.28,28.66,4.82,2.12,
Satisfactory,Bengaluru,30-05-2019,98,1.18,0.79,22.95,14.98,5.72,22.93,64.17,77.36,35.18,3.96,1.88,
Moderate,Bengaluru,31-05-2019,101,0.88,0.82,24.68,13.84,6.44,24.81,69.14,60.85,30.29,4.09,2.32,
Satisfactory,Bengaluru,01-06-2019,89,0.81,1.04,29.63,13.43,9.57,27.09,52.56,64.19,28.95,4.4,2.44,
Satisfactory,Bengaluru,02-06-2019,100,0.53,0.85,19.6,12.94,5.18,18.31,45.14,64.72,44.24,4.39,1.45,
Satisfactory,Bengaluru,03-06-2019,98,0.55,0.9,24.12,12.08,6.5,23.54,51.34,42.09,20.3,4.71,1.75,
Satisfactory,Bengaluru,04-06-2019,69,0.41,0.79,30.04,11.9,9,24.48,40.04,61.65,27.33,4.54,1.52,
Satisfactory,Bengaluru,05-06-2019,78,0.28,0.75,27.22,10.02,7.78,23.56,45.01,56.09,28.4,4.73,1.27,
Satisfactory,Bengaluru,06-06-2019,78,0.41,1.02,27.68,12.3,7.47,27.41,46.31,51.53,25.72,4.17,1.57,
Moderate,Bengaluru,07-06-2019,102,0.29,0.92,32.77,15.21,8.64,31.44,50.51,56.96,25.02,5.38,1.49,
Satisfactory,Bengaluru,08-06-2019,76,0.16,0.81,24.49,14.01,6.54,23.49,54.31,53.47,23.54,5.1,1.16,
Satisfactory,Bengaluru,09-06-2019,66,0.11,0.66,20.29,12.94,5.29,17.7,50.05,39.84,16.31,4.02,0.77,
Satisfactory,Bengaluru,10-06-2019,54,0.08,0.62,21.21,11.79,6.28,16.77,45,25.87,7.85,4.44,0.65,
Good,Bengaluru,11-06-2019,50,0.21,0.72,20.4,13.18,5.87,16.85,36.82,30.88,11.32,4.58,0.8,
Satisfactory,Bengaluru,12-06-2019,51,0.43,0.61,22.31,13.74,6.7,17.93,30.56,35.87,12.8,6.09,1.09,
Good,Bengaluru,13-06-2019,50,0.66,0.66,23.51,12.46,7.7,17.76,25.3,38.15,16.38,7.48,1.65,
Satisfactory,Bengaluru,14-06-2019,59,1.82,0.64,23.77,12.54,7.85,18.09,24.42,47.2,22.11,8.44,5.73,
Satisfactory,Bengaluru,15-06-2019,69,1.95,0.68,24.36,12.52,9.57,20.9,24.61,54.09,23.64,8.45,7.15,
Satisfactory,Bengaluru,16-06-2019,63,2.19,0.62,21.24,12.87,6.47,18.54,25.18,56.08,22.01,8.99,3.2,
Satisfactory,Bengaluru,17-06-2019,61,1.28,0.7,25.92,13.23,8.35,21.68,30.6,64.03,25.77,8.36,2.92,
Satisfactory,Bengaluru,18-06-2019,70,0.87,0.7,22.94,13.94,6.09,20.1,30.67,64.96,28.82,6.23,2.34,
Satisfactory,Bengaluru,19-06-2019,74,1.03,0.78,23.52,12.07,7.2,20.9,29.26,60.88,25.41,4.91,2.69,
Satisfactory,Bengaluru,20-06-2019,67,0.69,0.65,20.57,12,5.24,18.74,32.97,53.32,24.36,4.96,1.97,
Satisfactory,Bengaluru,21-06-2019,64,1.42,0.74,22.89,12.55,5.8,20.66,38.03,56.61,25.35,5.48,2.5,
Satisfactory,Bengaluru,22-06-2019,67,1.31,0.69,21.76,12.89,4.93,20.04,38.81,45.48,16.58,5.06,1.94,
Satisfactory,Bengaluru,23-06-2019,66,0.8,0.67,21.5,12.11,4.83,20.19,37.89,36.43,14.8,4.46,2.26,
Satisfactory,Bengaluru,24-06-2019,65,0.87,0.71,22.49,13.29,6.3,21.39,32.56,44.9,18.54,4.33,2.76,
Satisfactory,Bengaluru,25-06-2019,65,0.97,0.76,26.12,13.05,6.73,23.04,30.97,76.25,30.39,4.77,2.46,
Satisfactory,Bengaluru,26-06-2019,74,1.45,0.76,24.94,13.32,7.53,21.39,25.3,61.12,34.69,4.15,3.01,
