Age Group,Ever Married,Gender,Graduated,ID,Martial Status,Profession,Spending Level,Spending Score,Age,Family Size,Work Experience
Middle-Aged,Yes,Male,No,462543,Married,Engineer,Low Spender,Low,36,3,1
Middle-Aged,Yes,Female,Yes,465594,Married,Artist,Low Spender,Low,50,1,1
Senior,Yes,Male,Yes,463108,Married,Lawyer,Low Spender,Low,79,1,0
Young Adult,No,Male,No,459172,Single,Healthcare,Low Spender,Low,27,3,1
Senior,Yes,Male,No,467471,Married,Lawyer,Low Spender,Low,71,1,1
Middle-Aged,No,Male,No,465658,Single,Doctor,Low Spender,Low,30,3,0
Senior,Yes,Female,Yes,462203,Married,Artist,Low Spender,Average,52,3,0
Young Adult,,Female,No,467059,Single,Healthcare,Low Spender,Low,19,4,0
Middle-Aged,No,Female,Yes,465688,Single,Artist,Low Spender,Low,38,1,0
Senior,Yes,Female,No,464504,Married,Artist,Low Spender,Average,63,2,1
Young Adult,Yes,Female,Yes,466580,Married,Healthcare,Low Spender,Low,29,3,8
Senior,Yes,Male,No,459237,Married,Entertainment,Low Spender,Low,71,3,
Senior,Yes,Male,Yes,466449,Married,Artist,Top Spender,High,53,2,
Young Adult,No,Male,Yes,464728,Single,Artist,Low Spender,Low,26,3,
Young Adult,No,Female,Yes,465574,Single,Engineer,Low Spender,Low,25,4,8
Middle-Aged,Yes,Male,Yes,463784,Married,Artist,Low Spender,Low,35,1,0
Middle-Aged,Yes,Female,No,465982,Married,Artist,Low Spender,Average,38,2,10
Young Adult,No,Female,No,463439,Single,Healthcare,Low Spender,Low,22,5,0
Senior,Yes,Female,Yes,460262,Married,Artist,Low Spender,Low,60,2,2
Young Adult,No,Female,No,460802,Single,Healthcare,Low Spender,Low,21,5,1
Young Adult,No,Male,No,461339,Single,Healthcare,Low Spender,Low,22,4,1
Middle-Aged,Yes,Male,Yes,466980,Married,Artist,Low Spender,Average,31,2,0
Senior,Yes,Female,Yes,461695,Married,Artist,Top Spender,High,61,2,0
Senior,Yes,Female,Yes,465347,Married,Artist,Top Spender,High,53,4,0
Middle-Aged,No,Male,Yes,461114,Single,Artist,Low Spender,Low,39,1,10
Young Adult,No,Male,No,461753,Single,Healthcare,Low Spender,Low,20,5,0
Middle-Aged,Yes,Male,Yes,467260,Married,Doctor,Low Spender,Low,35,3,14
Young Adult,No,Male,Yes,465175,Single,Marketing,Low Spender,Low,25,4,
Senior,Yes,Male,Yes,460619,Married,Lawyer,Low Spender,Low,72,2,
Middle-Aged,No,Female,Yes,463964,Single,Artist,Low Spender,Low,35,1,8
Middle-Aged,Yes,Female,Yes,460317,Married,Artist,Low Spender,Average,47,2,8
Middle-Aged,No,Female,Yes,467714,Single,Artist,Low Spender,Low,30,5,2
Middle-Aged,Yes,Male,No,460641,Married,Doctor,Low Spender,Average,31,4,4
Senior,Yes,Female,Yes,461156,Married,Artist,Low Spender,Average,66,3,0
Senior,Yes,Male,No,461054,Married,Lawyer,Low Spender,Low,84,1,1
Young Adult,Yes,Male,Yes,465362,Married,Healthcare,Top Spender,High,26,3,0
Senior,Yes,Female,Yes,465017,Married,Artist,Low Spender,Average,61,2,0
Senior,Yes,Female,No,461204,Married,Engineer,Low Spender,Average,66,2,0
Middle-Aged,Yes,Female,Yes,459586,Married,Artist,Low Spender,Average,35,3,0
Senior,Yes,Male,Yes,467840,Married,Artist,Low Spender,Average,59,3,4
Middle-Aged,Yes,Male,No,465698,Married,Executive,Top Spender,High,50,4,1
Senior,No,Female,No,463654,Single,Artist,Low Spender,Low,53,2,1
Middle-Aged,Yes,Male,No,463437,Married,Executive,Top Spender,High,43,3,4
Senior,Yes,Male,Yes,459587,Married,Lawyer,Low Spender,Low,74,2,0
Middle-Aged,No,Male,Yes,467922,Single,Artist,Low Spender,Low,38,1,5
Middle-Aged,Yes,Female,Yes,461533,Married,Doctor,Low Spender,Average,37,2,9
Young Adult,No,Female,No,461004,Single,Homemaker,Low Spender,Low,21,4,0
Young Adult,Yes,Male,No,466861,Married,Doctor,Low Spender,Average,27,2,0
Middle-Aged,Yes,Female,Yes,463903,Married,Artist,Low Spender,Average,32,3,2
Senior,No,Male,No,460172,Single,Entertainment,Low Spender,Low,85,1,0
Middle-Aged,Yes,Female,Yes,461831,Married,Executive,Top Spender,High,48,2,0
Middle-Aged,No,Female,No,461880,Single,Engineer,Low Spender,Low,32,1,8
Middle-Aged,Yes,Female,Yes,462398,Married,Entertainment,Low Spender,Low,35,4,1
Senior,,Female,Yes,466975,Single,Artist,Low Spender,Average,59,4,0
Senior,Yes,Male,Yes,464784,Married,Entertainment,Low Spender,Average,62,2,3
Middle-Aged,No,Male,Yes,462434,Single,Healthcare,Low Spender,Low,35,6,2
Middle-Aged,No,Female,Yes,460397,Single,Doctor,Low Spender,Low,32,4,9
Young Adult,No,Male,No,461093,Single,Healthcare,Low Spender,Low,22,4,1
Senior,Yes,Female,Yes,465980,Married,Marketing,Top Spender,High,84,2,9
Young Adult,No,Male,No,459976,Single,Healthcare,Low Spender,Low,26,4,
Middle-Aged,,Female,Yes,465707,Single,Artist,Low Spender,Average,41,3,6
Senior,Yes,Female,Yes,466184,Married,Lawyer,Low Spender,Low,84,1,1
Middle-Aged,Yes,Male,No,463313,Married,Executive,Top Spender,High,42,5,
Senior,Yes,Male,Yes,464947,Married,Lawyer,Top Spender,High,74,2,1
Middle-Aged,Yes,Female,Yes,461896,Married,Artist,Top Spender,High,46,2,8
Senior,Yes,Female,No,459735,Married,Artist,Low Spender,Low,63,2,1
Young Adult,,Female,No,465862,Single,Healthcare,Top Spender,High,22,3,8
Middle-Aged,Yes,Female,Yes,463548,Married,Homemaker,Low Spender,Average,46,3,9
Young Adult,No,Male,Yes,466931,Single,Healthcare,Low Spender,Low,29,1,1
Middle-Aged,No,Male,Yes,467481,Single,Artist,Low Spender,Low,35,2,1
Middle-Aged,Yes,Male,Yes,462646,Married,Entertainment,Low Spender,Average,39,3,1
Senior,Yes,Female,No,466470,Married,Lawyer,Low Spender,Low,67,1,
Senior,No,Male,Yes,459163,Single,Artist,Low Spender,Low,60,1,
Middle-Aged,No,Female,Yes,464361,Single,Homemaker,Low Spender,Low,43,,1
Senior,Yes,Male,No,463628,Married,Artist,Low Spender,Average,59,2,0
Middle-Aged,No,Male,Yes,460246,Single,Entertainment,Low Spender,Low,42,1,5
Middle-Aged,No,Female,No,462796,Single,Healthcare,Low Spender,Low,33,5,12
Senior,Yes,Male,Yes,464036,Married,Lawyer,Low Spender,Low,77,3,1
Senior,No,Male,Yes,464656,Single,,Low Spender,Low,53,1,0
Middle-Aged,Yes,Female,No,459030,Married,Executive,Top Spender,High,40,4,
Middle-Aged,Yes,Male,Yes,459230,Married,Artist,Low Spender,Average,37,2,4
Senior,Yes,Male,Yes,460483,Married,Artist,Low Spender,Average,57,6,3
Middle-Aged,Yes,Female,Yes,461740,Married,Artist,Low Spender,Average,46,4,0
Middle-Aged,No,Female,Yes,459175,Single,Artist,Low Spender,Low,31,3,1
Senior,Yes,Male,Yes,463483,Married,Artist,Low Spender,Average,66,7,1
Young Adult,No,Female,Yes,465190,Single,Artist,Low Spender,Low,26,3,9
Middle-Aged,Yes,Male,Yes,462855,Married,Entertainment,Low Spender,Low,40,2,0
Young Adult,No,Male,No,466813,Single,Healthcare,Low Spender,Low,22,3,
Senior,No,Female,No,462670,Single,Engineer,Low Spender,Low,56,1,1
Senior,,Female,No,464612,Single,Engineer,Low Spender,Average,57,5,0
Middle-Aged,No,Female,Yes,461589,Single,Marketing,Low Spender,Low,32,5,1
Middle-Aged,Yes,Male,Yes,462999,Married,Artist,Low Spender,Low,39,2,0
Senior,Yes,Female,Yes,461890,Married,Artist,Low Spender,Average,75,2,0
Middle-Aged,Yes,Male,Yes,466629,Married,Artist,Low Spender,Low,46,1,0
Young Adult,,Female,No,459584,Single,Healthcare,Low Spender,Low,22,4,8
Middle-Aged,Yes,Male,Yes,461652,Married,Healthcare,Low Spender,Average,32,2,2
Young Adult,Yes,Male,No,464235,Married,Healthcare,Low Spender,Low,28,3,1
Middle-Aged,No,Female,Yes,463042,Single,Artist,Low Spender,Low,39,1,11
Senior,Yes,Female,Yes,459766,Married,Artist,Low Spender,Low,59,3,1
Senior,No,Female,Yes,465837,Single,Artist,Low Spender,Low,58,1,1
Middle-Aged,No,Female,Yes,465464,Single,Doctor,Low Spender,Low,38,2,2
Senior,Yes,Male,Yes,465471,Married,Executive,Top Spender,High,74,2,0
Senior,Yes,Female,Yes,465866,Married,Artist,Low Spender,Low,55,2,0
Senior,Yes,Female,Yes,462879,Married,Artist,Low Spender,Average,53,3,0
Middle-Aged,Yes,Female,Yes,459738,Married,Doctor,Low Spender,Low,36,5,
Middle-Aged,Yes,Female,Yes,463480,Married,Artist,Top Spender,High,50,2,
Young Adult,Yes,Female,No,465098,Married,Engineer,Low Spender,Average,28,2,1
Middle-Aged,Yes,Female,No,464318,Married,Engineer,Low Spender,Average,47,2,10
Senior,No,Female,Yes,465346,Single,Artist,Low Spender,Low,56,,0
Middle-Aged,Yes,Male,No,460753,Married,Executive,Low Spender,Low,50,4,9
Senior,Yes,Male,No,463742,Married,Executive,Top Spender,High,72,4,0
Senior,Yes,Male,Yes,466495,Married,Lawyer,Top Spender,High,85,2,1
Middle-Aged,Yes,Female,Yes,460996,Married,Homemaker,Low Spender,Low,48,2,2
Middle-Aged,Yes,Male,Yes,464575,Married,Executive,Low Spender,Low,43,3,1
Middle-Aged,Yes,Female,Yes,465569,Married,Artist,Low Spender,Average,43,3,8
Middle-Aged,Yes,Male,Yes,463229,Married,Artist,Low Spender,Average,49,2,1
Senior,Yes,Male,Yes,465717,Married,Artist,Low Spender,Average,51,4,0
Middle-Aged,No,Male,Yes,464455,Single,Healthcare,Low Spender,Low,31,3,
Middle-Aged,No,Female,Yes,461399,Single,Artist,Low Spender,Low,40,1,14
Middle-Aged,No,Male,Yes,464800,Single,Doctor,Low Spender,Low,37,2,13
Middle-Aged,No,Male,Yes,463565,Single,Healthcare,Low Spender,Low,30,1,3
Middle-Aged,Yes,Male,No,462872,Married,Artist,Low Spender,Low,38,4,0
Young Adult,No,Female,Yes,466557,Single,Healthcare,Low Spender,Low,29,7,1
Senior,Yes,Female,No,467887,Married,Artist,Low Spender,Average,58,3,0
Young Adult,Yes,Female,Yes,459677,Married,Healthcare,Top Spender,High,28,3,8
Senior,Yes,Male,Yes,467034,Married,Artist,Low Spender,Low,52,3,1
Young Adult,Yes,Male,Yes,463148,Married,Healthcare,Low Spender,Average,25,2,0
Senior,Yes,Male,Yes,459940,Married,Artist,Low Spender,Low,69,1,0
Middle-Aged,No,Female,Yes,467939,Single,Artist,Low Spender,Low,32,1,1
Senior,Yes,Male,No,459055,Married,Executive,Top Spender,High,51,2,0
Senior,,Female,Yes,461603,Single,Lawyer,Top Spender,High,81,2,1
Senior,Yes,Female,No,461491,Married,Lawyer,Top Spender,High,56,7,9
Young Adult,No,Female,Yes,464949,Single,Artist,Low Spender,Low,28,3,13
Senior,Yes,Male,Yes,459114,Married,Executive,Top Spender,High,63,2,1
Middle-Aged,No,Female,Yes,462859,Single,Artist,Low Spender,Low,32,1,3
Young Adult,Yes,Female,Yes,459493,Married,Artist,Low Spender,Low,28,2,0
Young Adult,No,Male,No,466915,Single,Healthcare,Low Spender,Low,19,3,1
Senior,Yes,Male,Yes,460385,Married,Executive,Low Spender,Average,68,2,1
Middle-Aged,Yes,Female,Yes,466128,Married,Artist,Low Spender,Low,45,2,1
Middle-Aged,No,Female,No,460546,Single,Artist,Low Spender,Low,35,,1
Middle-Aged,No,Male,Yes,462430,Single,Artist,Low Spender,Low,45,1,1
Middle-Aged,No,Female,No,460011,Single,Healthcare,Low Spender,Low,31,5,0
Young Adult,No,Male,No,462025,Single,Healthcare,Low Spender,Low,18,3,0
Senior,No,Female,No,465237,Single,,Low Spender,Low,60,,
Young Adult,No,Male,No,466548,Single,Healthcare,Low Spender,Low,18,3,1
Middle-Aged,Yes,Female,Yes,462828,Married,Doctor,Low Spender,Low,48,2,0
Senior,Yes,Male,Yes,462992,Married,Executive,Low Spender,Low,52,3,4
Young Adult,No,Male,No,467963,Single,Healthcare,Low Spender,Low,21,4,1
Middle-Aged,Yes,Male,No,466534,Married,Doctor,Low Spender,Average,33,3,0
Middle-Aged,Yes,Male,Yes,461060,Married,Entertainment,Low Spender,Average,39,2,1
Senior,Yes,Female,No,459985,Married,Artist,Top Spender,High,58,2,0
Senior,Yes,Male,No,459782,Married,Lawyer,Low Spender,Average,61,2,0
Senior,Yes,Female,Yes,466930,Married,Artist,Low Spender,Low,52,1,0
Middle-Aged,Yes,Male,No,462434,Married,Homemaker,Top Spender,High,41,6,
Middle-Aged,No,Male,Yes,464915,Single,Healthcare,Low Spender,Low,30,2,1
Middle-Aged,No,Female,Yes,461152,Single,Healthcare,Low Spender,Low,33,5,4
Young Adult,No,Female,No,463358,Single,Doctor,Low Spender,Low,27,4,0
Middle-Aged,No,Male,No,462566,Single,Entertainment,Low Spender,Low,39,7,1
Young Adult,No,Male,No,466165,Single,Healthcare,Low Spender,Low,18,5,0
Middle-Aged,Yes,Female,Yes,462816,Married,Healthcare,Low Spender,Average,45,3,1
Senior,Yes,Male,No,466697,Married,Entertainment,Top Spender,High,57,2,1
Senior,Yes,Male,Yes,465980,Married,Artist,Top Spender,High,57,4,2
Young Adult,No,Female,Yes,460966,Single,Healthcare,Low Spender,Low,20,5,0
Middle-Aged,Yes,Male,Yes,464954,Married,Entertainment,Low Spender,Average,37,3,0
Senior,No,Female,Yes,459780,Single,Homemaker,Low Spender,Low,59,1,1
Senior,Yes,Male,Yes,463367,Married,Artist,Low Spender,Low,89,2,1
Young Adult,No,Female,No,460046,Single,Healthcare,Low Spender,Low,22,4,4
Middle-Aged,No,Female,Yes,464538,Single,Artist,Low Spender,Low,42,2,8
Middle-Aged,No,Female,Yes,460606,Single,Entertainment,Low Spender,Low,35,1,7
Middle-Aged,Yes,Male,No,465046,Married,Executive,Top Spender,High,39,6,1
Middle-Aged,Yes,Male,Yes,460193,Married,Doctor,Low Spender,Low,45,1,1
Middle-Aged,No,Male,Yes,461987,Single,Artist,Low Spender,Low,42,2,0
Middle-Aged,No,Male,Yes,467716,Single,Artist,Low Spender,Low,42,1,9
Middle-Aged,Yes,Female,Yes,463504,Married,Artist,Low Spender,Low,45,,3
Young Adult,No,Female,Yes,460657,Single,Artist,Low Spender,Low,28,5,9
Middle-Aged,Yes,Female,No,460003,Married,Engineer,Low Spender,Low,30,4,0
Senior,No,Female,,466987,Single,Lawyer,Low Spender,Low,82,2,1
Middle-Aged,Yes,Male,Yes,460230,Married,Marketing,Top Spender,High,49,6,0
Middle-Aged,No,Male,Yes,460282,Single,Entertainment,Low Spender,Low,39,1,0
Middle-Aged,Yes,Female,Yes,463771,Married,Homemaker,Low Spender,Average,50,2,8
Middle-Aged,No,Female,Yes,467833,Single,Engineer,Low Spender,Low,42,1,0
Young Adult,No,Male,No,467044,Single,Healthcare,Low Spender,Low,19,3,1
Middle-Aged,Yes,Female,Yes,465003,Married,Artist,Low Spender,Average,50,4,0
Middle-Aged,Yes,Male,Yes,464047,Married,Artist,Low Spender,Average,49,4,1
Middle-Aged,Yes,Male,Yes,467848,Married,Artist,Low Spender,Low,49,1,1
Senior,Yes,Male,Yes,467758,Married,Entertainment,Top Spender,High,56,4,0
Middle-Aged,No,Male,Yes,466484,Single,Doctor,Low Spender,Low,46,2,1
Middle-Aged,Yes,Male,Yes,465560,Married,Artist,Low Spender,Average,38,4,8
Middle-Aged,Yes,Male,No,460909,Married,Doctor,Top Spender,High,35,2,7
Middle-Aged,Yes,Male,No,460502,Married,Doctor,Low Spender,Average,36,2,7
Middle-Aged,,Female,No,464329,Single,Entertainment,Low Spender,Low,33,2,0
Middle-Aged,No,Female,No,463489,Single,Doctor,Low Spender,Low,36,6,8
Middle-Aged,Yes,Female,Yes,464808,Married,Artist,Low Spender,Average,43,4,1
Middle-Aged,No,Female,Yes,467052,Single,,Low Spender,Low,36,3,
Senior,Yes,Male,Yes,459058,Married,Artist,Low Spender,Average,60,3,0
Young Adult,No,Female,No,459887,Single,Healthcare,Low Spender,Low,22,4,
Young Adult,No,Male,No,460703,Single,Doctor,Low Spender,Low,21,5,2
Senior,Yes,Male,Yes,462200,Married,Artist,Low Spender,Low,73,2,1
Young Adult,No,Female,No,459234,Single,Healthcare,Low Spender,Low,20,8,7
Senior,Yes,Male,Yes,462118,Married,Entertainment,Low Spender,Average,73,2,0
Middle-Aged,No,Male,Yes,465851,Single,Healthcare,Low Spender,Low,48,1,1
Middle-Aged,Yes,Female,No,466212,Married,,Low Spender,Average,42,2,0
Senior,Yes,Male,Yes,459342,Married,Executive,Top Spender,High,83,2,1
Young Adult,No,Male,No,459025,Single,Lawyer,Low Spender,Low,25,3,
Young Adult,No,Male,No,459942,Single,Healthcare,Low Spender,Low,28,3,0
Young Adult,No,Male,No,467495,Single,Engineer,Low Spender,Low,26,4,4
Middle-Aged,Yes,Female,Yes,465283,Married,Entertainment,Low Spender,Low,48,2,1
Senior,Yes,Male,Yes,467051,Married,Artist,Low Spender,Low,75,2,1
Young Adult,No,Female,No,460611,Single,Healthcare,Low Spender,Low,20,,0
Senior,Yes,Male,No,464210,Married,Executive,Top Spender,High,61,7,0
Young Adult,No,Female,No,465219,Single,Artist,Low Spender,Low,26,7,8
Senior,Yes,Male,Yes,463767,Married,Executive,Low Spender,Low,58,1,1
Senior,Yes,Female,Yes,464101,Married,Lawyer,Top Spender,High,84,2,1
Middle-Aged,Yes,Male,Yes,464146,Married,Executive,Top Spender,High,42,4,3
Senior,Yes,Male,No,466906,Married,Doctor,Low Spender,Average,72,2,1
Middle-Aged,No,Female,Yes,461166,Single,Marketing,Low Spender,Low,37,2,7
Middle-Aged,No,Female,No,467023,Single,Engineer,Low Spender,Low,33,4,0
Senior,Yes,Male,Yes,459567,Married,Executive,Low Spender,Average,55,3,1
Senior,Yes,Female,No,459307,Married,Engineer,Top Spender,High,55,4,0
Middle-Aged,No,Male,Yes,461978,Single,Homemaker,Low Spender,Low,36,1,0
Middle-Aged,,Male,Yes,461083,Single,Executive,Top Spender,High,37,3,3
Senior,Yes,Male,Yes,464478,Married,Lawyer,Top Spender,High,77,2,1
Middle-Aged,Yes,Female,Yes,464976,Married,Engineer,Low Spender,Average,47,2,0
Middle-Aged,No,Male,Yes,463254,Single,Healthcare,Low Spender,Low,30,4,13
Senior,Yes,Male,No,461956,Married,Marketing,Top Spender,High,58,4,9
Young Adult,No,Male,No,467098,Single,Healthcare,Low Spender,Low,23,3,7
Middle-Aged,No,Female,No,462550,Single,Homemaker,Low Spender,Low,30,,1
Middle-Aged,No,Male,Yes,463570,Single,Marketing,Low Spender,Low,32,2,0
Middle-Aged,No,Male,Yes,467369,Single,Healthcare,Low Spender,Low,31,2,0
Middle-Aged,No,Male,Yes,461532,Single,,Low Spender,Low,36,7,1
Young Adult,No,Female,Yes,459191,Single,Doctor,Low Spender,Low,27,2,1
Middle-Aged,No,Male,Yes,460876,Single,Artist,Low Spender,Low,49,2,3
Senior,Yes,Female,No,459866,Married,Lawyer,Top Spender,High,84,2,1
Young Adult,No,Male,Yes,465339,Single,Entertainment,Low Spender,Low,27,3,1
Middle-Aged,Yes,Female,Yes,466885,Married,Doctor,Low Spender,Average,42,4,1
Young Adult,No,Male,No,462785,Single,Homemaker,Low Spender,Low,21,,
Senior,Yes,Female,No,462235,Married,Lawyer,Low Spender,Low,81,2,7
Senior,Yes,Male,Yes,464019,Married,Lawyer,Low Spender,Low,89,1,0
Middle-Aged,No,Female,Yes,463154,Single,Artist,Low Spender,Low,31,3,1
Middle-Aged,Yes,Female,Yes,466756,Married,Artist,Low Spender,Average,47,3,0
Young Adult,Yes,Male,No,466613,Married,Healthcare,Low Spender,Low,26,2,1
Middle-Aged,No,Female,No,460736,Single,Artist,Low Spender,Low,48,1,0
Middle-Aged,Yes,Female,No,462902,Married,Artist,Low Spender,Average,45,3,2
Senior,Yes,Male,No,462104,Married,Engineer,Low Spender,Average,57,3,1
Senior,Yes,Female,,463176,Married,Executive,Top Spender,High,75,2,
Senior,Yes,Male,Yes,460865,Married,Entertainment,Low Spender,Low,69,1,8
Senior,Yes,Female,Yes,461509,Married,Artist,Top Spender,High,59,4,
Middle-Aged,Yes,Male,No,462593,Married,Entertainment,Low Spender,Low,43,5,0
Middle-Aged,Yes,Female,Yes,467426,Married,Engineer,Top Spender,High,50,2,4
Middle-Aged,No,Female,No,463711,Single,Healthcare,Low Spender,Low,32,,3
Middle-Aged,Yes,Female,Yes,460734,Married,Artist,Top Spender,High,46,2,
Middle-Aged,No,Male,Yes,465520,Single,Artist,Low Spender,Low,30,4,11
Senior,Yes,Male,Yes,459526,Married,Artist,Low Spender,Average,62,2,
Senior,Yes,Male,Yes,460116,Married,Entertainment,Low Spender,Low,56,3,0
Senior,Yes,Male,Yes,461644,Married,Executive,Top Spender,High,53,4,1
Middle-Aged,Yes,Male,No,463643,Married,Executive,Top Spender,High,37,4,8
Middle-Aged,Yes,Male,Yes,466673,Married,Entertainment,Low Spender,Average,46,4,0
Middle-Aged,Yes,Male,Yes,460795,Married,Entertainment,Low Spender,Average,47,2,0
Middle-Aged,No,Female,Yes,467573,Single,Artist,Low Spender,Low,37,1,7
Senior,Yes,Female,Yes,464629,Married,Artist,Low Spender,Average,55,9,4
Middle-Aged,No,Female,Yes,467638,Single,Artist,Low Spender,Low,43,2,8
Middle-Aged,No,Female,Yes,461233,Single,Artist,Low Spender,Low,38,1,8
Middle-Aged,No,Female,Yes,460518,Single,Doctor,Low Spender,Low,43,2,11
Young Adult,Yes,Female,Yes,459569,Married,Homemaker,Low Spender,Average,25,2,8
Senior,Yes,Male,No,463990,Married,Lawyer,Top Spender,High,73,3,1
Middle-Aged,No,Male,Yes,466458,Single,Artist,Low Spender,Low,42,4,0
Middle-Aged,No,Female,No,467565,Single,Healthcare,Low Spender,Low,32,3,0
Senior,Yes,Male,No,466189,Married,Entertainment,Low Spender,Low,61,3,6
Middle-Aged,Yes,Female,Yes,464125,Married,Artist,Low Spender,Low,50,2,9
Middle-Aged,Yes,Male,No,462628,Married,Entertainment,Low Spender,Low,32,9,1
Senior,Yes,Female,Yes,459030,Married,Executive,Top Spender,High,84,2,0
Young Adult,No,Female,Yes,466487,Single,Marketing,Low Spender,Low,26,2,8
Middle-Aged,Yes,Male,Yes,460825,Married,Entertainment,Low Spender,Average,49,2,1
Young Adult,No,Female,No,461509,Single,Artist,Low Spender,Low,20,3,4
Young Adult,No,Female,No,462504,Single,Doctor,Low Spender,Low,22,3,0
Middle-Aged,Yes,Female,Yes,465016,Married,Engineer,Low Spender,Average,43,2,8
Middle-Aged,No,Male,No,462034,Single,Entertainment,Low Spender,Low,32,2,8
Middle-Aged,Yes,Female,No,463937,Married,Entertainment,Top Spender,High,38,5,0
Senior,No,Female,Yes,465141,Single,Engineer,Low Spender,Low,61,1,1
Senior,Yes,Female,Yes,466377,Married,Lawyer,Top Spender,High,89,3,3
Middle-Aged,Yes,Male,Yes,462203,Married,Artist,Low Spender,Average,45,4,7
Middle-Aged,Yes,Female,No,466330,Married,Engineer,Low Spender,Average,49,2,0
Senior,Yes,Male,Yes,464697,Married,Artist,Low Spender,Low,59,1,1
Middle-Aged,Yes,Male,Yes,467918,Married,Artist,Low Spender,Average,43,3,1
Middle-Aged,Yes,Male,No,464299,Married,Engineer,Low Spender,Average,42,2,9
Senior,Yes,Male,Yes,467832,Married,Artist,Low Spender,Low,57,1,1
Young Adult,Yes,Female,Yes,460268,Married,Doctor,Low Spender,Average,21,2,8
Senior,Yes,Female,Yes,460526,Married,Artist,Low Spender,Low,69,2,1
Middle-Aged,Yes,Male,Yes,462636,Married,Engineer,Top Spender,High,40,1,1
Young Adult,No,Female,Yes,459280,Single,Engineer,Low Spender,Low,28,2,13
Middle-Aged,No,Male,No,465618,Single,Healthcare,Low Spender,Low,31,7,
Young Adult,No,Female,No,461638,Single,Engineer,Low Spender,Low,28,4,3
Senior,Yes,Female,No,463196,Married,Lawyer,Top Spender,High,69,3,1
Senior,Yes,Male,Yes,463048,Married,Artist,Low Spender,Low,61,2,1
Senior,Yes,Male,Yes,463190,Married,Entertainment,Low Spender,Low,72,1,7
Middle-Aged,Yes,Female,Yes,466472,Married,Artist,Low Spender,Average,46,4,1
Senior,Yes,Female,Yes,464427,Married,Lawyer,Top Spender,High,85,2,0
Young Adult,No,Male,Yes,460927,Single,Doctor,Low Spender,Low,29,1,12
