District code,District name,State name,Age Group 0 29,Age Group 30 49,Age Group 50,Age not stated,Agricultural Workers,Below Primary Education,Buddhists,Christians,Condition of occupied census houses Dilapidated Households,Cultivator Workers,Female,Female Literate,Female SC,Female ST,Female Workers,Graduate Education,Having bathing facility Total Households,Having latrine facility within the premises Total Households,Higher Education,Hindus,Household size 1 person Households,Household size 1 to 2 persons,Household size 2 persons Households,Household size 3 persons Households,Household size 3 to 5 persons Households,Household size 4 persons Households,Household size 5 persons Households,Household size 6 8 persons Households,Household size 9 persons and above Households,Household Workers,Households,Households with Bicycle,Households with Car Jeep Van,Households with Computer,Households with Internet,Households with Radio Transistor,Households with Scooter Motorcycle Moped,Households with separate kitchen Cooking inside house,Households with Telephone Mobile Phone,Households with Telephone Mobile Phone Both,Households with Telephone Mobile Phone Landline only,Households with Telephone Mobile Phone Mobile only,Households with Television,Households with TV Computer Laptop Telephone mobile phone and Scooter Car,Housholds with Electric Lighting,Illiterate Education,Jains,Literate,Literate Education,Location of drinking water source Away Households,Location of drinking water source Near the premises Households,Location of drinking water source Within the premises Households,LPG or PNG Households,Main source of drinking water Handpump Tubewell Borewell Households,Main source of drinking water Other sources Households,Main source of drinking water River Canal Households,Main source of drinking water Spring Households,Main source of drinking water Tank Pond Lake Households,Main source of drinking water Tapwater Households,Main source of drinking water Tubewell Borehole Households,Main source of drinking water Un covered well Households,Main Workers,Main_source_of_drinking_water_Other_sources_Spring_River_Canal_Tank_Pond_Lake_Other_sources__Households,Male,Male Literate,Male SC,Male ST,Male Workers,Marginal Workers,Married couples 1 Households,Married couples 2 Households,Married couples 3 Households,Married couples 3 or more Households,Married couples 4 Households,Married couples None Households,Married_couples_5__Households,Middle Education,Muslims,Non Workers,Not having bathing facility within the premises Total Households,Not having latrine facility within the premises Alternative source Open Households,Other Education,Other Workers,Others Religions,Ownership Owned Households,Ownership Rented Households,Population,Power Parity Above Rs 545000,Power Parity Less than Rs 45000,Power Parity Rs 150000 240000,Power Parity Rs 150000 330000,Power Parity Rs 240000 330000,Power Parity Rs 330000 425000,Power Parity Rs 330000 545000,Power Parity Rs 425000 545000,Power Parity Rs 45000 150000,Power Parity Rs 45000 90000,Power Parity Rs 90000 150000,Primary Education,Religion Not Stated,Rural Households,SC,Secondary Education,Sikhs,ST,Total Education,Total Power Parity,Type of bathing facility Enclosure without roof Households,Type of fuel used for cooking Any other Households,Type of latrine facility Flush pour flush latrine connected to other system Households,Type of latrine facility Night soil disposed into open drain Households,Type of latrine facility Other latrine Households,Type of latrine facility Pit latrine Households,Urban Households,Workers
105,Bharatpur,RAJASTHAN,1659515,546362,329127,13458,238894,363676,899,1576,18001,500994,1192736,536959,261012,25385,423956,132571,198184,85903,147520,2143046,8505,34541,26036,32727,174085,63336,78022,154757,60224,25068,609134,152915,10349,26106,4179,44465,99846,353111,303255,14311,10763,278181,160190,8429,288723,1104824,5758,1480869,1524305,173203,146614,103790,61113,202167,12108,92,91,2861,101103,47246,101271,694929,15152,1355726,943910,296293,28705,647198,376225,282742,69981,29251,38271,6974,32613,2046,314953,371286,1477308,225423,335465,23311,306198,18,411145,8732,2548462,308,408,132,290,158,185,486,301,2207,1161,1046,330336,2423,479437,557305,211938,23456,54090,2629129,3699,109417,118,3227,780,961,2296,129697,1071154
106,Dhaulpur,RAJASTHAN,815651,248416,141365,1084,74342,207566,92,688,12024,229936,552869,247377,113820,26792,184102,37856,77503,33172,45590,1127520,4893,18995,14102,17283,78118,26244,34591,78457,26614,12721,273296,80614,3614,9504,1330,16775,31120,178426,117770,4047,4235,109488,51423,2139,96086,552106,2739,683098,682444,50809,108776,42599,24561,137091,890,197,91,1436,35615,7093,25201,317617,2614,653647,435721,131875,31802,339110,205595,141825,28860,8921,11666,2121,19833,624,132964,72258,683304,124681,168235,8194,206213,21,195242,4973,1206516,68,216,66,144,78,97,254,157,961,547,414,172914,1842,214670,245695,77360,1356,58594,1234550,1641,48392,59,1160,270,800,1231,58626,523212
107,Karauli,RAJASTHAN,947173,310688,192042,8345,115367,220644,70,602,13804,335302,674609,273945,165216,148760,257668,67639,69366,41754,69443,1370977,7143,27449,20306,22939,113609,40877,49793,94555,27046,9521,364355,52008,3820,13045,1059,23198,35486,178407,166652,6011,2891,157750,49752,2021,132079,668926,3424,805849,840673,98722,113262,50675,28296,146833,4322,108,111,7474,54328,55000,47230,438337,12015,783639,531904,189249,176200,371058,190389,180863,40760,14651,18963,3409,22073,903,170399,81553,829522,193293,220149,14402,168536,413,256601,4524,1458248,164,226,72,153,81,99,260,161,1185,633,552,193938,912,305047,354465,104208,297,324960,1509599,1987,35584,69,1826,603,1049,4865,59308,628726
108,Sawai Madhopur,RAJASTHAN,841697,309237,183234,1383,88804,205450,177,945,10366,313358,631520,255564,132456,133103,234266,70870,81379,52475,57625,1165505,8233,31975,23742,24892,118651,43727,50032,82789,20572,12070,353321,66594,4398,14310,1887,32172,41953,198019,171024,8356,4722,157946,61935,3526,140947,586492,9991,741748,759711,85519,111924,56544,40116,147768,2710,229,115,2461,54946,35191,43743,418555,5515,704031,486184,146333,152745,343802,159513,175484,41668,11899,15234,2651,21601,684,151108,155681,757483,172608,201034,14384,163836,42,243362,7424,1335551,164,204,81,161,80,94,246,152,1126,593,533,172925,2398,282057,278789,87349,812,285848,1346203,1900,34744,110,1224,2310,2764,3732,71264,578068
109,Dausa,RAJASTHAN,1047136,358718,210117,18438,76277,229035,94,439,14177,390960,776622,341116,168988,204790,286344,90833,85330,50480,92559,1582335,7163,29693,22530,23712,129560,47803,58045,100766,30810,17185,420694,84799,6664,14539,1719,35818,62106,192676,202591,7819,4879,189893,82113,3856,195277,681980,3737,938051,1005436,79601,151190,60038,35600,199528,4314,69,17,5795,54241,91306,25416,506214,10195,857787,596935,185349,228554,398151,178281,197083,49469,18290,23883,4287,20394,1306,208537,45488,949914,205499,239174,13764,200073,115,284497,4381,1634409,151,286,74,172,98,122,320,198,1357,745,612,235474,1905,361084,354337,135234,296,433344,1687416,2286,37470,145,1353,1774,1850,3442,59610,684495
110,Jaipur,RAJASTHAN,4091148,1646480,884057,4493,131523,819004,1020,12708,28725,744374,3157671,1746172,478471,251328,749946,703673,816767,694107,455527,5819980,27696,101991,74295,107364,557723,225998,224361,342195,143995,91011,1732679,393025,142866,182350,76565,323016,523398,993436,974168,128107,46724,799337,764302,141437,990085,2046038,81079,4300965,4433665,162499,347145,636260,570997,369476,31144,1608,506,43551,661375,199415,32079,2060010,76809,3468507,2554793,524831,276638,1714947,404883,740126,198552,84826,117273,23600,89953,8847,823570,687452,4161285,329137,447406,96562,1497985,257,1001457,127486,6626178,1476,890,1130,1775,645,509,1336,827,6742,3164,3578,875940,4900,754841,1003302,659389,18782,527966,6479703,12219,117380,1007,20309,1616,3298,54544,977838,2464893
111,Sikar,RAJASTHAN,1672813,605002,381226,18292,87889,369959,177,1122,11294,501311,1302343,656842,202283,36251,348650,181282,328313,222955,200430,2342076,6964,26654,19690,30424,192243,72596,89223,155915,70901,22776,705834,76325,22494,28382,5647,82757,77340,374975,384989,34184,13092,337713,218772,10754,339457,967497,4050,1652117,1859871,62393,170669,212651,131342,148166,14030,146,81,9786,248633,101296,18835,698711,24043,1374990,995275,216523,39098,657854,307793,265630,92135,42387,58649,11892,29299,4370,367412,327583,1670829,117400,221761,19321,394528,15,434072,7418,2677333,359,430,166,339,173,197,516,319,2391,1247,1144,438872,1954,527560,418806,282595,356,75349,2827368,4033,62584,160,30124,250,636,54890,178274,1006504
112,Nagaur,RAJASTHAN,2088323,754143,463469,1808,263401,513871,163,1912,32964,734614,1611418,655874,339460,4943,568851,117444,393528,209311,147701,2833443,13321,50262,36941,46062,256563,97478,113023,205188,71928,29647,842201,90046,26150,35328,4449,105371,94315,506680,465022,27155,11735,426132,184518,9194,347344,1533137,12940,1758624,1910801,158183,259545,166213,97267,65609,61679,346,644,158868,237329,44579,43217,985927,221537,1696325,1102750,360451,5475,857031,439955,360200,124145,42635,56894,10858,42702,3401,388822,454487,1881861,190413,372135,14853,398220,276,562803,15019,3307743,371,557,176,381,205,250,657,407,2899,1555,1344,486057,4156,675712,699911,242053,366,10418,3443938,4863,101530,386,16974,9556,9971,32635,166489,1425882
113,Jodhpur,RAJASTHAN,2359786,836322,489280,1777,242017,497762,514,6035,25246,592370,1763237,765779,292825,56955,524638,177199,481462,248676,154789,3224399,13297,52839,39542,53251,279280,105029,121000,224523,69936,42412,891657,193641,40768,54808,19335,185426,197296,588447,491165,42174,20401,428590,246002,35071,408808,1591957,36697,2031532,2036941,151118,230034,245426,197135,108366,69929,1945,264,121473,305339,85467,5894,1056479,193611,1923928,1265753,315199,61969,965103,433262,418390,119108,34698,44835,7937,44245,2200,405132,411558,2197424,145116,373683,30720,612942,80,574887,41870,3687165,556,540,285,557,272,269,706,437,3347,1671,1676,512035,3759,584215,608024,259304,4123,118924,3628898,5708,152949,350,7331,4877,5522,12684,307442,1489741
114,Jaisalmer,RAJASTHAN,448969,140294,79977,679,43872,109484,98,874,3396,132466,308211,98238,46358,19932,106338,10604,79428,26456,12759,497045,3097,11490,8393,9631,45064,15755,19678,43972,12873,6835,189947,11291,5218,7416,754,19605,11355,106416,81102,4016,1417,75669,19388,1426,43141,397649,1521,308653,267105,38477,59269,15653,12431,22039,9827,5542,455,39207,27456,15114,5029,175383,55031,361708,210415,52776,22497,182565,113520,80220,17296,4594,5828,1001,10055,233,41264,168129,381016,33971,85629,1720,105730,34,107832,3328,669919,86,110,36,77,41,49,128,79,587,309,278,71132,495,159117,99134,20142,1723,42429,664754,986,44804,87,1894,209,237,3661,30830,288903
115,Barmer,RAJASTHAN,1731122,527629,326476,18524,132696,406804,157,1157,22802,754260,1234729,404861,207983,83647,506242,39533,234694,66597,52272,2244882,8560,38224,29664,39063,180122,61824,79235,184503,44927,30565,598805,47366,27009,37730,2766,69144,39804,384807,299183,13507,7606,278070,52926,5298,126494,1501858,34010,1188322,1179796,177723,213099,56954,39580,66514,114728,614,892,104756,95785,54551,50702,741367,220990,1369022,783461,228431,92610,696240,461115,313839,77361,15768,19460,3021,37116,671,219932,321192,1401269,213082,379069,7328,284961,34,436661,8087,2603751,259,426,103,239,136,176,461,285,2052,1121,931,352636,1869,542825,436414,101291,450,176257,2681654,3437,140713,360,8005,7370,7512,6260,55980,1202482
116,Jalor,RAJASTHAN,1176496,390598,249379,12257,158013,270997,144,730,26360,493355,892096,285659,171854,85429,401738,25210,145214,51153,32366,1732852,6650,26776,20126,26353,133261,45075,61833,135499,33980,21867,467418,37596,12367,12794,1585,41923,34799,230923,237522,9228,5259,223035,54245,2410,161845,1033534,14640,829582,870570,92297,120431,116788,39745,65366,44978,2654,103,35089,136516,58639,39607,660719,82824,936634,543923,185342,93290,494906,235925,221234,63191,15317,19356,3324,25735,715,181691,78990,932086,184302,276968,7850,223409,82,315704,9562,1828730,217,287,92,186,94,120,314,194,1468,790,678,277152,1061,419216,357196,75304,231,178719,1904104,2470,74892,263,1915,3746,3877,13057,48202,896644
117,Sirohi,RAJASTHAN,649290,244401,142251,404,97823,117971,114,1284,11967,124080,502115,166906,96964,143504,147633,27076,91080,54218,30724,996562,6763,22755,15992,20982,95045,34244,39819,70076,14384,9443,308174,52893,6343,10297,2146,22809,38817,168576,125006,9105,4338,111563,65197,4483,134089,577092,6829,476806,497001,50616,76134,75510,47182,80219,4072,307,77,4243,81766,12864,29684,313292,8699,534231,309900,104899,148966,272196,106537,141471,31461,5958,7260,1113,22068,189,110385,30479,616517,111180,147134,5251,188483,56,184197,13430,1036346,180,157,117,180,63,70,183,113,923,481,442,147381,450,238535,201863,58213,572,292470,1074093,1621,30147,42,1798,352,382,12668,69639,419829
118,Pali,RAJASTHAN,1207983,467436,343384,18770,237280,293818,141,1345,20656,243491,1012151,418312,194768,70209,319250,67021,274998,124303,71472,1870543,18978,62891,43913,44718,194781,69808,80255,139518,31802,26119,652717,175945,14175,19270,4043,75807,109098,371789,316935,28588,15232,273115,154761,8336,326793,983050,18974,1085693,1216936,106055,172802,150135,94821,96554,18509,465,149,54021,197827,17013,52682,605288,73144,1025422,667381,203328,74369,523077,237039,292954,69280,16371,20467,3334,46291,762,271312,143476,1195246,153994,298830,9403,335437,52,396294,26351,2037573,345,321,227,357,130,149,391,242,1903,997,906,359329,1502,512909,398096,144581,1540,144578,2199986,3317,101128,272,8130,13426,13719,20836,139808,842327
119,Ajmer,RAJASTHAN,1561077,629951,388040,3984,145523,379043,417,10605,12075,298856,1258967,600405,234277,31074,367573,172683,305048,204571,130608,2201663,18014,60278,42264,49429,230721,88933,92359,147203,45729,35602,684254,187324,24509,41732,13499,93013,175460,400166,363250,40909,14510,307831,250461,29286,393498,1034334,45614,1526673,1618919,139149,150655,194127,171799,149028,14662,324,126,13917,247504,12999,54856,827181,29029,1324085,926268,243750,32408,686149,226541,314176,83680,25926,33606,5942,52469,1738,313680,314159,1529330,178883,273445,28138,573741,184,437083,40066,2583052,460,372,273,484,211,197,516,319,2507,1227,1280,394576,3611,409335,478027,200191,6799,63482,2653253,4339,90539,527,3248,3506,4015,2477,274919,1053722
120,Tonk,RAJASTHAN,880194,334006,205593,1533,113426,237191,122,754,5457,326083,693190,271330,139793,85530,277313,67155,92778,49974,64431,1243527,8530,31598,23068,26217,127103,48978,51908,84470,24669,16004,380666,93547,6295,12482,1908,30323,68174,233360,189703,10528,6275,172900,83447,4140,158264,661902,22458,749659,816124,90422,123244,54174,32359,169669,1188,353,43,3623,58786,10771,33020,495797,5207,728136,478329,148110,92677,371848,153364,175326,49640,15166,19827,3484,23047,1177,154825,153146,772165,175062,216562,9919,193648,30,258120,7695,1421326,187,227,104,193,89,105,276,171,1261,668,593,190750,911,298911,287903,91853,378,178207,1478026,2145,44587,143,1728,2436,2990,2042,81755,649161
121,Bundi,RAJASTHAN,686771,267648,155958,529,111388,153500,144,682,6801,250453,533746,213339,101455,109095,211285,41052,77636,42082,41227,1017688,7534,27814,20280,23024,110344,41508,45812,67553,14360,11172,303288,86810,5787,7705,1392,26257,58255,181934,143433,7851,4429,131153,78692,3132,136969,553622,13455,585044,585809,51454,107798,60819,33406,152557,3012,436,19,1830,51021,34631,10391,361070,5297,577160,371705,109333,119454,314806,165021,151094,36875,9429,11579,1783,20523,367,121104,66609,584815,142435,176706,6460,153078,24,202701,13298,1110906,162,178,99,167,68,81,213,132,1002,532,470,159218,1245,239836,210788,63248,11059,228549,1139431,1723,39413,233,1355,2594,2850,1015,63452,526091
122,Bhilwara,RAJASTHAN,1439454,589476,365023,14570,163052,398993,183,1978,15482,555168,1187787,478544,201615,112247,473576,106667,231845,115740,92785,2224839,24867,79351,54484,55799,239919,92863,91257,141742,32585,30149,675880,212245,17508,24014,6207,52508,150972,427165,341043,27770,11686,301587,175393,13309,373644,1180456,35149,1256126,1347909,156336,202416,134845,93768,218844,7027,356,104,8419,183367,37066,72387,883329,15906,1220736,777582,206332,117026,674589,264836,320832,87757,23072,28722,4572,56286,1078,258990,142427,1260358,261752,372754,10928,399796,60,450389,37857,2408523,367,369,208,360,152,171,449,278,2150,1117,1033,338296,2419,530015,407947,141250,1468,229273,2528365,3694,107525,493,2867,756,1241,4542,145865,1148165
123,Rajsamand,RAJASTHAN,687165,275099,193668,665,106587,190090,100,759,9161,207582,575258,235805,73430,79636,231297,34286,105451,49135,41063,1105676,12700,40848,28148,27152,114960,43009,44799,73846,15834,13505,365676,65503,7060,9222,1989,25325,62714,207998,168164,9554,4505,154105,80267,4460,193276,544517,14966,619139,674367,71135,104150,70203,36073,105782,2042,116,112,3744,86777,8412,45811,362584,6014,581339,383334,74738,81173,319534,188247,159285,44271,11252,13851,2124,28081,475,140839,33677,605766,140037,194683,4732,223157,68,229656,13593,1156597,208,176,139,205,66,77,202,125,1031,543,488,190388,1091,304622,148168,72969,260,160809,1218884,1821,46691,57,1265,1509,1584,919,61054,550831
124,Dungarpur,RAJASTHAN,868458,317700,191917,10477,184330,238847,226,830,16802,227849,692020,265771,25724,491806,294891,39312,62463,38043,42887,1340065,6440,31327,24887,35094,145073,54551,55428,95634,11522,12514,354363,18435,4385,11742,1477,15969,34909,271018,115373,7432,2783,105158,46510,3252,141275,764563,16141,681591,675840,121541,109767,52248,26351,185132,942,2333,303,750,44442,21374,48397,216411,4328,696532,415820,26543,491631,346624,425104,208338,45907,5454,6207,662,23104,91,114245,28662,747037,221093,244283,4834,216822,853,273174,6186,1388552,236,201,165,233,68,84,220,136,1141,611,530,175059,1535,322816,52267,60656,240,983437,1440403,2030,23894,140,850,155,326,1547,31547,641515
125,Banswara,RAJASTHAN,1153029,406214,216554,21688,199370,240067,138,22250,31554,546569,889731,315489,39452,682523,434338,47094,72390,45574,50438,1701234,7473,43467,35994,47159,192481,71712,73610,116222,13889,19818,429844,39865,5287,15062,2324,23743,45930,347302,108760,8885,2982,96893,48693,4888,120603,1040914,22613,829343,748794,162290,147013,56756,34189,260885,1279,4482,1523,1411,38137,13454,57089,542983,8695,907754,513854,40639,690476,482236,373591,279122,52822,5271,5992,617,28123,104,137780,48834,880911,293669,318917,8145,150817,109,352341,10180,1797485,296,286,187,281,94,118,310,192,1562,839,723,190259,1880,390437,80091,75011,427,1372999,1789708,2734,28704,498,1942,285,418,1162,39407,916574
126,Chittaurgarh,RAJASTHAN,880043,398303,258997,6995,123469,245603,252,1274,10716,453201,761167,306974,123476,99653,346123,67155,138788,67820,58129,1413163,16242,53403,37161,41089,171060,68666,61305,84548,17438,15435,455653,173375,11261,16560,4941,39709,103489,284116,223599,17761,6835,199003,119801,9661,268172,715545,25843,821825,868699,79585,150191,96673,59190,170528,3815,431,59,1901,136583,54549,12138,656904,6206,783171,514851,126748,101893,456632,145851,212406,61690,14687,17882,2621,34471,574,170455,97855,741583,187661,252808,10768,210650,136,293931,27803,1544338,349,319,213,337,124,142,373,231,1861,973,888,225700,4300,366780,250224,90889,1515,201546,1584244,3238,65107,146,996,431,606,1132,88873,802755
127,Kota,RAJASTHAN,1177474,495896,275396,2248,134992,286676,280,5665,8541,140262,929853,532949,194247,87388,214161,167778,265337,195286,118710,1661307,15013,47381,32368,43571,205204,82625,79008,103081,24159,25125,515189,150716,24848,36297,12843,56930,147206,348345,283909,27038,11234,245637,236764,25780,339899,588142,25742,1298345,1317870,45799,113176,220850,165563,144578,2528,524,104,887,225351,32662,4748,577548,4043,1021161,765396,211161,96428,534650,171263,263575,60434,15559,19386,3084,36430,743,250092,243993,1202203,114488,177058,27485,448432,286,300393,69588,1951014,375,254,244,418,174,152,399,247,1948,924,1024,294591,2683,203454,405408,172538,11058,183816,1906012,3394,75521,372,4373,9880,10351,1893,311735,748811
128,Baran,RAJASTHAN,762204,286344,173100,1107,185037,203489,84,1432,6858,216538,588810,260700,106215,133763,222829,49939,92962,42258,46847,1133349,6693,28791,22098,24758,120591,45415,50418,76898,14041,15258,318988,61129,5741,9491,1363,22480,59954,219215,150412,5247,4185,140980,88344,3107,161310,545842,2795,693307,722755,64349,115070,60902,32685,158878,1968,463,43,1020,57191,51719,19620,359785,3494,633945,432607,114969,143094,329754,192798,170718,41104,8689,10462,1441,18037,332,144190,79984,670172,147359,194869,8057,135750,48,223828,13069,1222755,129,202,63,137,74,91,237,146,1035,556,479,194024,1997,249184,221184,76209,3066,276857,1268597,1741,53021,141,1603,2086,2465,1110,69804,552583
129,Jhalawar,RAJASTHAN,850546,346110,213674,799,209772,226614,46,842,11136,328714,685986,272977,117617,88044,283125,47985,110586,46984,46267,1299751,9282,37434,28152,31892,145806,58011,55903,81326,17642,11199,362387,81160,5385,9403,1750,29902,56052,265667,167020,9194,5026,152800,96225,3516,220428,696680,12488,739792,747822,89308,143197,49703,38909,131409,1347,350,131,2455,75401,19447,65833,475653,4283,725143,466815,125965,94185,402825,210297,189643,52602,12912,16131,2583,23832,636,143108,96164,725179,171622,230127,6972,136265,42,263801,15426,1411129,145,234,65,148,83,102,267,165,1169,630,539,203488,977,298624,243582,73388,819,182229,1444502,1962,63966,326,1618,609,1083,1720,63763,685950
130,Udaipur,RAJASTHAN,1876436,739287,451034,1663,302968,442946,209,7406,20156,539106,1501619,609185,91431,752076,529944,142672,223077,150738,102085,2869976,20576,84623,64047,73424,311221,120540,117257,188179,33898,33535,848218,145780,27979,48517,14211,86643,157259,559408,330546,32475,13523,284548,180282,27786,357846,1528671,78647,1582629,1535470,225746,231063,161112,128320,303445,4926,5782,1731,3953,150942,45044,143281,822355,16392,1566801,973444,97094,773213,835839,543428,433280,105608,21011,25259,3576,53774,672,277392,104307,1702637,394844,462355,20010,490174,373,575790,35318,3068420,623,451,472,668,196,205,537,332,2821,1432,1389,386075,3224,665449,188525,164290,4278,1525289,3064141,5101,68434,283,3193,540,826,2556,182769,1365783
131,Pratapgarh,RAJASTHAN,545987,204801,115608,1452,96815,142397,32,358,4259,306419,430104,151393,29674,273685,229603,19109,42404,20284,21854,827293,5456,24902,19446,21840,91586,35231,34515,53867,7691,5516,234082,62048,2803,5961,716,20596,31782,169441,78345,4004,2318,72023,37216,1433,71612,488621,14077,401515,402948,60829,95295,21922,17984,104251,664,1456,712,924,23928,13099,45188,327445,3756,437744,250122,30755,276742,251691,153849,130262,27706,4659,5519,723,14559,137,70969,25597,386554,135642,155582,2137,72544,27,171300,5499,867848,265,299,151,265,114,134,351,217,1649,871,778,111276,392,209813,60429,35206,72,550427,891569,2829,20699,90,458,280,518,348,24269,481294
132,Saharanpur,UTTAR PRADESH,2228689,769736,433862,34095,273050,474060,1937,6523,28835,221567,1632276,856994,357421,463,126208,154153,468873,343084,163463,1966892,10249,44244,33995,51906,253552,93215,108431,220551,70629,34032,889238,365960,21310,38816,9699,116358,151620,472744,419470,15910,16788,386772,294410,17404,404499,1279517,10208,2077108,2090428,49192,131048,408736,149035,388400,6262,726,32,1792,190539,9937,276,882701,8812,1834106,1220114,407029,517,911136,154643,425406,92433,21262,27238,4667,43899,1309,431491,1454052,2429038,120103,239746,10083,508695,135,555491,26897,3466382,125,612,251,583,332,223,361,138,2349,1375,974,600668,8008,605082,764450,256510,18627,980,3369945,4029,156879,175,11538,2518,15413,70697,284156,1037344
133,Muzaffarnagar,UTTAR PRADESH,2671757,911621,544283,15851,323641,826387,1516,6495,28573,336049,1950078,968811,262663,141,210075,98691,553728,449383,148770,2382914,11875,48346,36471,51215,263529,96254,116060,261518,107994,45952,969850,377807,32866,56149,10077,152598,145278,579578,512592,17771,26827,467994,331760,19878,368153,1431537,16345,2417339,2673586,53004,150102,478281,147785,465696,8410,202,134,770,203329,21322,264,1085491,9516,2193434,1448528,298587,176,1081569,206153,457996,123358,33548,44071,8004,55962,2519,531913,1711453,2851868,127659,224196,5608,586002,60,645420,27173,4143512,149,769,316,732,416,234,407,173,2813,1699,1114,780470,6128,673746,561250,281747,18601,317,4105123,4871,188262,593,13797,3624,20039,64181,296104,1291644
